steps,sol_ciph_FD,sol_ciph_LW,sol_exact
0.0,-1.2545353218026325e-7,0.007558306589371661,2.4492935982947064e-16
0.015873015873015872,0.08400416677371769,0.10550794732001746,0.0980171403295605
0.031746031746031744,0.16719907005670756,0.20244297199981376,0.19509032201612872
0.047619047619047616,0.24878431905358303,0.29742798057720066,0.2902846772544625
0.06349206349206349,0.32797279821209196,0.3895489422527139,0.3826834323650904
0.07936507936507936,0.4040035738618076,0.4779169458864454,0.4713967368259979
0.09523809523809523,0.4761433428538641,0.5616841493615204,0.5555702330196022
0.1111111111111111,0.5436974509791397,0.6400416998931433,0.6343932841636459
0.12698412698412698,0.606015996865642,0.7122340029383232,0.7071067811865477
0.14285714285714285,0.6624975384011704,0.7775673985949613,0.7730104533627369
0.15873015873015872,0.7125991650946313,0.8354126424740219,0.8314696123025455
0.1746031746031746,0.7558377885000369,0.8852118592704785,0.881921264348355
0.19047619047619047,0.791797895098331,0.9264869674471373,0.9238795325112866
0.20634920634920634,0.8201321549686015,0.9588399316392636,0.9569403357322089
0.2222222222222222,0.840568387015234,0.9819578241745922,0.9807852804032304
0.23809523809523808,0.8529089540976114,0.9956190752433527,0.9951847266721969
0.25396825396825395,0.8570356648395722,0.9996934131872642,1.0
0.2698412698412698,0.8529090065255022,0.9941383666299886,0.9951847266721969
0.2857142857142857,0.8405685197899344,0.9790095248927957,0.9807852804032303
0.30158730158730157,0.8201323757458359,0.95445203461863,0.9569403357322088
0.31746031746031744,0.7917983857399631,0.9207025388649347,0.9238795325112865
0.3333333333333333,0.7558383243279202,0.8780864838609976,0.8819212643483549
0.3492063492063492,0.7125998842909873,0.8270144988475228,0.8314696123025452
0.36507936507936506,0.6624980449934088,0.7679768436061007,0.7730104533627367
0.38095238095238093,0.6060162168779165,0.7015435735474198,0.7071067811865475
0.3968253968253968,0.5436978214200933,0.6283548107299853,0.6343932841636453
0.4126984126984127,0.4761440149535731,0.5491142332337191,0.555570233019602
0.42857142857142855,0.4040042514957612,0.4645851345864087,0.47139673682599764
0.4444444444444444,0.32797368083297734,0.3755822972898457,0.38268343236508967
0.4603174603174603,0.24878499779843416,0.28296170527570447,0.2902846772544621
0.47619047619047616,0.1671996968486606,0.18761606895682273,0.19509032201612836
0.49206349206349204,0.08400437559161938,0.09046425106293704,0.09801714032956059
0.5079365079365079,-9.307981256304067e-8,-0.007558626272930848,-1.2246467991473532e-16
0.5238095238095238,-0.08400416198897223,-0.10550821459365266,-0.09801714032956083
0.5396825396825397,-0.16719927766158635,-0.20244250335780056,-0.1950903220161286
0.5555555555555556,-0.2487840253882687,-0.2974288155580801,-0.2902846772544624
0.5714285714285714,-0.3279734553087547,-0.3895485788922623,-0.3826834323650899
0.5873015873015873,-0.40400373587092925,-0.477917264935965,-0.47139673682599786
0.6031746031746031,-0.4761436077780778,-0.5616834745836919,-0.5555702330196022
0.6190476190476191,-0.5436977242701426,-0.6400398402740373,-0.6343932841636455
0.6349206349206349,-0.6060156055227066,-0.712234259463862,-0.7071067811865476
0.6507936507936508,-0.6624969567872969,-0.7775671378745544,-0.7730104533627371
0.6666666666666666,-0.7125992839104367,-0.835412816817854,-0.8314696123025453
0.6825396825396826,-0.7558377980387094,-0.8852128670280597,-0.881921264348355
0.6984126984126984,-0.7917981112937563,-0.9264870549464311,-0.9238795325112867
0.7142857142857143,-0.820132020330168,-0.9588402319747155,-0.9569403357322089
0.7301587301587301,-0.8405680560577465,-0.9819576638646835,-0.9807852804032304
0.746031746031746,-0.8529088829527665,-0.995619883230874,-0.9951847266721969
0.7619047619047619,-0.8570360790623103,-0.9996926691413947,-1.0
0.7777777777777778,-0.8529089941386335,-0.9941383883254371,-0.9951847266721968
0.7936507936507936,-0.8405682312688096,-0.9790098153647899,-0.9807852804032304
0.8095238095238095,-0.8201325651695357,-0.9544523232308011,-0.9569403357322089
0.8253968253968254,-0.7917986348200616,-0.9207028502226381,-0.9238795325112867
0.8412698412698413,-0.7558383417640494,-0.878087120404609,-0.8819212643483549
0.8571428571428571,-0.7125994295491522,-0.8270136410450839,-0.8314696123025452
0.873015873015873,-0.6624976534850577,-0.7679770108503052,-0.7730104533627369
0.8888888888888888,-0.6060159735356802,-0.7015448147511947,-0.7071067811865475
0.9047619047619048,-0.5436980180038397,-0.6283549723909653,-0.6343932841636455
0.9206349206349206,-0.4761431599517231,-0.5491137868255465,-0.5555702330196022
0.9365079365079365,-0.4040037459788252,-0.4645853272375502,-0.47139673682599764
0.9523809523809523,-0.32797339853160784,-0.37558199474902565,-0.3826834323650898
0.9682539682539683,-0.2487842531639562,-0.2829614265987425,-0.29028467725446233
0.9841269841269841,-0.1671994759797799,-0.1876164361529186,-0.19509032201612825
1.0,-0.08400447960057755,-0.09046470580387414,-0.0980171403295606
